Wahlkreis Nr.;Wahlkreisname;Kreisschlüssel;Kreisfreie Stadt/Landkreis;Gemeindeschlüssel;Gemeindename;Verbandgemeindeschlüssel;Verbandsgemeindename;Wahlbezirk;Wahlbezirksname;Wahllokal;A - Wahlberechtigte;B - Wähler/-innen;E - Ungültige Zweitstimmen;F - Gültige Zweitstimmen;F01 - SPD;F02 - CDU;F03 - AfD;F04 - Die Linke;F05 - FDP;F06 - GRÜNE;F07 - FREIE WÄHLER;F08 - Die PARTEI;F09 - Volt;F10 - MLPD;F11 - BÜNDNIS DEUTSCHLAND;F12 - BSW;C - Ungültige Erststimmen;D - Gültige Erststimmen;D01 - SPD;D02 - CDU;D03 - AfD;D04 - Die Linke;D05 - FDP;D06 - GRÜNE;D07 - FREIE WÄHLER;D08 - Die PARTEI;D10 - MLPD;D11 - BÜNDNIS DEUTSCHLAND;D13 - Andere KWV;D14 - Andere KWV
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081240;Stadt Kalbe (Milde);;;6;06 Kalbe (Milde), Engersen;U;375;278;1;277;44;43;112;24;10;5;4;4;2;0;3;26;4;274;56;56;109;27;8;2;16; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081240;Stadt Kalbe (Milde);;;7;07 Kalbe (Milde), Güssefeld;U;140;99;1;98;7;23;39;12;1;2;1;1;1;0;0;11;1;98;10;29;41;14;1;2;1; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081240;Stadt Kalbe (Milde);;;8;08 Kalbe (Milde), Jeetze;U;275;184;1;183;14;33;83;21;6;3;3;1;0;1;1;17;2;182;22;34;83;24;7;6;6; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081240;Stadt Kalbe (Milde);;;9;09 Kalbe (Milde), Jeggeleben;U;250;181;2;179;13;31;66;41;4;7;2;0;0;0;1;14;0;181;23;27;68;46;5;8;4; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081240;Stadt Kalbe (Milde);;;10;10 Kalbe (Milde), Kahrstedt-Vietzen;U;164;105;1;104;10;18;53;8;7;1;0;0;0;0;0;7;0;105;17;17;55;9;6;0;1; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081240;Stadt Kalbe (Milde);;;11;11 Kalbe (Milde), Kakerbeck;U;622;401;5;396;47;66;174;55;6;10;5;1;0;0;2;30;5;396;53;74;179;63;5;10;12; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081240;Stadt Kalbe (Milde);;;12;12 Kalbe (Milde), Karritz;U;160;88;2;86;5;18;42;5;3;0;0;2;0;2;1;8;2;86;8;19;45;8;3;1;2; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081240;Stadt Kalbe (Milde);;;13;13 Kalbe (Milde), Packebusch;U;259;186;3;183;24;37;63;23;8;4;2;0;0;0;0;22;6;180;25;39;64;35;9;4;4; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081240;Stadt Kalbe (Milde);;;14;14 Kalbe (Milde), Vienau;U;273;188;4;184;24;49;64;15;8;1;2;3;0;0;0;18;4;184;29;49;70;23;6;1;6; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081240;Stadt Kalbe (Milde);;;15;15 Kalbe (Milde), Wernstedt;U;129;88;0;88;13;13;26;13;4;2;0;0;1;2;0;14;1;87;17;16;31;20;1;1;1; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081240;Stadt Kalbe (Milde);;;16;16 Kalbe (Milde), Winkelstedt;U;188;129;0;129;8;26;70;8;4;8;1;0;0;0;0;4;0;129;11;26;70;11;7;2;2; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081240;Stadt Kalbe (Milde);;;17;17 Kalbe (Milde), Zethlingen;U;210;140;0;140;13;25;59;11;10;2;0;1;1;0;1;17;2;138;19;27;63;18;6;1;4; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081240;Stadt Kalbe (Milde);;;18;18 Kalbe (Milde), Briefwahl;B;0;1107;5;1102;138;251;281;135;32;38;29;19;4;1;7;167;21;1086;178;281;312;181;32;43;59; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;1;001 Klötze Dönitz;U;101;81;0;81;8;15;31;5;5;1;3;2;4;0;0;7;1;80;9;18;36;5;4;3;5; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;2;002 Klötze Immekath;U;431;298;0;298;38;82;89;33;11;8;5;2;1;0;0;29;3;295;57;81;98;29;8;8;14; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;3;003 Klötze Jahrstedt;U;552;378;2;376;42;81;148;35;13;10;7;2;2;0;3;33;2;376;53;95;154;39;9;6;20; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;4;004 Klötze Purnitzschule;U;1101;523;3;520;73;62;235;62;7;14;10;5;1;1;1;49;9;514;87;68;253;73;4;9;20; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;5;005 Klötze SozialCentrum;U;1364;761;4;757;88;164;279;79;26;18;10;3;4;0;2;84;6;755;111;165;315;99;24;17;24; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;6;006 Klötze Kindergarten;U;1347;724;5;719;66;158;278;78;21;17;11;5;1;0;1;83;9;715;92;164;315;87;13;9;35; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;7;007 Klötze Kunrau;U;615;433;4;429;40;87;176;37;10;15;7;5;0;0;1;51;3;430;60;81;208;48;4;11;18; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;8;008 Klötze Kusey;U;612;427;1;426;53;113;157;31;4;11;12;3;3;0;2;37;2;425;57;115;173;38;9;7;26; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;9;009 Klötze Neuendorf;U;429;291;1;290;25;72;105;22;15;7;10;1;2;1;0;30;5;286;35;69;118;35;9;6;14; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;10;010 Klötze Neuferchau;U;287;218;2;216;31;60;66;21;1;10;2;4;2;0;0;19;3;215;35;63;71;24;10;6;6; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;11;011 Klötze Ristedt;U;165;123;1;122;12;27;41;15;4;4;3;2;1;0;0;13;1;122;15;24;46;20;7;4;6; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;12;012 Klötze Schwiesau;U;247;174;0;174;24;36;61;15;7;4;1;0;1;0;2;23;0;174;33;37;69;16;8;3;8; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;13;013 Klötze Steimke;U;309;227;2;225;15;38;89;30;15;6;8;0;1;0;1;22;1;226;18;56;96;30;6;8;12; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;14;014 Klötze Wenze;U;113;78;0;78;11;19;32;8;1;0;0;0;0;0;0;7;0;78;15;18;32;11;2;0;0; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;15;015 Klötze Quarnebeck;U;136;93;0;93;9;31;19;14;5;5;0;0;2;0;0;8;1;92;13;33;21;10;8;3;4; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;16;016 Klötze Trippigleben;U;130;105;1;104;7;29;38;7;2;5;2;2;0;0;0;12;1;104;9;32;40;13;3;4;3; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;17;017 Klötze Röwitz;U;151;102;0;102;10;20;40;10;3;1;7;1;0;1;0;9;0;102;14;25;41;10;2;1;9; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;18;018 Klötze Briefwahl I;B;0;847;2;845;125;227;212;75;28;37;21;5;9;0;3;103;10;837;161;221;259;102;26;31;37; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081280;Stadt Klötze;;;19;019 Klötze Briefwahl II;B;0;618;2;616;122;155;107;56;22;42;10;10;12;0;1;79;7;611;146;173;135;80;21;36;20; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081290;Gemeinde Kuhfelde;15081 51;Beetzendorf-Diesdorf;18;18 Kuhfelde, Kuhfelde;U;379;247;3;244;26;40;109;28;4;7;2;3;0;0;1;24;3;244;30;48;110;34;6;7;9; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081290;Gemeinde Kuhfelde;15081 51;Beetzendorf-Diesdorf;19;19 Kuhfelde, Siedenlangenbeck;U;360;273;3;270;16;50;132;32;12;8;3;3;1;0;0;13;3;270;29;57;135;25;10;6;8; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081290;Gemeinde Kuhfelde;15081 51;Beetzendorf-Diesdorf;20;20 Kuhfelde, Valfitz;U;117;93;1;92;4;10;32;13;4;9;1;1;0;1;0;17;1;92;9;17;36;18;2;6;4; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081290;Gemeinde Kuhfelde;15081 51;Beetzendorf-Diesdorf;31;31 Kuhfelde, Briefwahl;B;0;120;2;118;16;30;27;8;4;16;3;1;0;0;0;13;5;115;22;28;28;16;3;14;4; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081440;Gemeinde Rohrberg;15081 51;Beetzendorf-Diesdorf;21;21 Rohrberg;U;414;290;2;288;28;41;133;29;7;18;6;1;0;0;0;25;5;285;37;47;142;32;10;9;8; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081440;Gemeinde Rohrberg;15081 51;Beetzendorf-Diesdorf;22;22 Rohrberg, Ahlum;U;312;225;1;224;23;41;108;22;6;6;2;0;3;0;1;12;2;223;23;43;117;21;3;8;8; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081440;Gemeinde Rohrberg;15081 51;Beetzendorf-Diesdorf;23;23 Rohrberg, Bierstedt;U;102;85;0;85;17;19;28;8;1;3;3;1;0;0;0;5;0;85;22;19;30;8;2;2;2; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081440;Gemeinde Rohrberg;15081 51;Beetzendorf-Diesdorf;32;32 Rohrberg, Briefwahl;B;0;89;2;87;15;20;21;11;2;5;1;0;0;0;0;12;2;87;14;25;23;18;2;3;2; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;1;01 Salzwedel, Bürgercenter;U;1391;751;3;748;78;90;308;121;21;35;8;6;1;1;0;79;3;748;110;100;317;148;21;24;28; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;2;02 Salzwedel, Kulturhaus;U;1290;658;2;656;83;104;243;91;25;19;4;4;2;0;2;79;5;653;102;129;255;112;21;16;18; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;3;03 Salzwedel, Kinder-Eltern-Zentrum Siebeneichen;U;1528;836;8;828;81;168;332;85;28;16;6;6;5;0;1;100;13;823;114;172;342;119;31;17;28; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;4;"04 Salzwedel, Hort ""Pedro und Janina""";U;1286;690;3;687;86;93;289;100;22;8;7;6;7;3;1;65;8;682;111;96;302;111;16;14;32; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;5;05 Salzwedel, Comenius-Schule;U;1496;898;7;891;107;145;289;156;29;27;9;10;4;1;1;113;8;890;161;157;314;179;26;26;27; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;6;"06 Salzwedel, Hort ""Jenny-Marx""";U;1499;777;7;770;102;119;252;132;23;23;11;5;2;0;3;98;6;771;139;137;272;146;25;23;29; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;7;07 Salzwedel, Jenny-Marx-Turnhalle;U;1416;720;2;718;95;135;266;97;16;19;13;3;4;0;1;69;6;714;115;143;281;109;18;16;32; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;8;08 Salzwedel, Jahn-Gymnasium;U;1615;810;13;797;86;104;288;143;21;46;7;12;1;0;1;88;14;796;125;114;294;169;23;40;31; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;9;"09 Salzwedel, Kita ""Max & Moritz""";U;1298;641;10;631;83;81;244;96;15;10;12;7;1;0;2;80;20;621;101;82;260;135;19;8;16; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;10;010 Salzwedel, Chüttlitz;U;733;471;3;468;56;120;160;45;16;13;5;5;3;0;0;45;4;467;61;132;168;57;23;14;12; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;11;011 Salzwedel, Dambeck;U;225;165;1;164;16;34;76;14;5;3;0;0;0;0;1;15;2;163;20;38;79;17;5;3;1; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;12;012 Salzwedel, Mahlsdorf;U;606;377;4;373;39;56;174;42;6;7;3;2;2;0;2;40;5;372;54;59;182;51;9;7;10; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;13;013 Salzwedel, Henningen;U;468;290;1;289;38;53;99;45;3;15;7;0;1;0;0;28;2;288;50;56;109;49;7;9;8; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;14;014 Salzwedel, Osterwohle;U;357;229;1;228;28;42;82;32;9;6;0;2;2;1;1;23;3;226;34;44;93;38;6;2;9; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;15;015 Salzwedel, Stappenbeck;U;278;168;1;167;15;38;65;15;8;3;0;0;1;0;2;20;3;165;18;42;68;25;7;2;3; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;16;016 Salzwedel, Pretzier;U;1019;647;4;643;53;131;254;65;17;18;13;4;1;1;0;86;8;639;69;160;260;92;14;13;31; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;17;017 Salzwedel, Seeben;U;458;293;1;292;31;42;122;33;12;10;1;2;2;0;4;33;3;290;36;52;129;44;11;9;9; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;18;018 Salzwedel, Kemnitz/Ziethnitz;U;345;223;1;222;16;52;86;29;5;5;4;0;1;0;0;24;1;222;21;57;90;33;6;7;8; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;19;019 Salzwedel, Eversdorf;U;264;164;1;163;17;26;56;26;5;5;4;1;1;0;0;22;3;161;25;28;59;26;9;6;8; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;20;020 Salzwedel, Langenapel;U;188;128;0;128;14;13;65;15;2;5;1;1;1;0;0;11;0;128;24;11;66;14;3;6;4; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;21;021 Salzwedel, Ritze;U;572;362;6;356;32;70;129;61;5;13;5;2;2;1;1;35;7;355;40;76;126;77;6;12;18; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;22;022 Salzwedel, Briefwahl I;B;0;1019;1;1018;133;248;217;149;28;57;21;6;4;0;1;154;8;1011;168;284;232;204;31;54;38; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;23;023 Salzwedel, Briefwahl II;B;0;901;1;900;126;220;222;112;27;44;11;4;4;0;2;128;9;892;171;244;240;135;27;40;35; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;24;024 Salzwedel, Briefwahl III;B;0;1036;2;1034;168;233;233;134;20;53;18;10;5;0;1;159;10;1026;213;261;253;184;28;38;49; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081455;Hansestadt Salzwedel;;;25;025 Salzwedel, Briefwahl IV;B;0;761;4;757;145;148;161;115;20;43;17;7;7;0;3;91;8;753;197;158;178;138;18;35;29; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081545;Gemeinde Wallstawe;15081 51;Beetzendorf-Diesdorf;24;24 Wallstawe;U;410;287;2;285;23;47;129;33;8;8;9;0;2;0;0;26;4;283;35;50;133;35;9;6;15; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081545;Gemeinde Wallstawe;15081 51;Beetzendorf-Diesdorf;25;25 Wallstawe, Ellenberg;U;286;185;2;183;17;42;68;20;3;14;5;0;0;0;1;13;1;184;20;49;68;29;4;6;8; ; ; ; ; 
66;Altmark – Jerichower Land;15081;Altmarkkreis Salzwedel;15081545;Gemeinde Wallstawe;15081 51;Beetzendorf-Diesdorf;33;33 Wallstawe, Briefwahl;B;0;101;0;101;19;21;24;6;7;9;2;0;3;0;2;8;0;101;20;22;26;15;4;9;5; ; ; ; ; 
73;Mansfeld;15082;Anhalt-Bitterfeld;15082005;Stadt Aken (Elbe);;;1;"Kindertagesstätte ""Borstel"" 1";U;764;467;5;462;43;73;199;54;14;13;6;3;4;1;2;50;8;459;44;86;217;69;12;13;17; ; ; ;0;1
73;Mansfeld;15082;Anhalt-Bitterfeld;15082005;Stadt Aken (Elbe);;;2;Sekundarschule „Am Burgtor“;U;1152;684;9;675;63;103;308;69;25;14;10;2;1;0;0;80;9;675;59;135;322;89;25;6;25; ; ; ;5;9
73;Mansfeld;15082;Anhalt-Bitterfeld;15082005;Stadt Aken (Elbe);;;3;"Kindertagesstätte ""Borstel"" 2";U;988;619;11;608;57;116;253;58;30;14;7;5;5;0;2;61;14;605;62;126;268;90;28;10;15; ; ; ;3;3
73;Mansfeld;15082;Anhalt-Bitterfeld;15082005;Stadt Aken (Elbe);;;4;Grundschule „Werner-Nolopp“;U;955;595;1;594;54;98;290;52;13;8;6;3;5;0;0;65;0;595;61;107;298;72;18;8;22; ; ; ;3;6
73;Mansfeld;15082;Anhalt-Bitterfeld;15082005;Stadt Aken (Elbe);;;5;Kindertagesstätte Pittiplatsch 1;U;1084;645;9;636;92;111;256;60;14;20;9;1;2;0;2;69;12;633;94;131;263;82;12;18;28; ; ; ;3;2
73;Mansfeld;15082;Anhalt-Bitterfeld;15082005;Stadt Aken (Elbe);;;6;Kindertagesstätte Pittiplatsch 2;U;594;352;10;342;31;44;170;37;4;10;5;0;1;0;1;39;13;339;32;55;174;52;2;5;17; ; ; ;1;1
73;Mansfeld;15082;Anhalt-Bitterfeld;15082005;Stadt Aken (Elbe);;;7;Gemeindezentrum Kleinzerbst;U;191;143;1;142;8;16;73;16;5;4;3;2;2;0;0;13;2;141;12;25;77;13;2;4;7; ; ; ;1;0
73;Mansfeld;15082;Anhalt-Bitterfeld;15082005;Stadt Aken (Elbe);;;8;Gemeinderaum Kühren;U;233;165;0;165;4;39;60;16;6;7;2;2;0;0;0;29;0;165;3;42;69;27;7;6;8; ; ; ;3;0
73;Mansfeld;15082;Anhalt-Bitterfeld;15082005;Stadt Aken (Elbe);;;9;"Gaststätte ""Zur Friedenseiche""";U;130;106;3;103;4;19;56;7;5;0;1;0;0;0;0;11;3;103;5;22;60;7;3;0;5; ; ; ;0;1
73;Mansfeld;15082;Anhalt-Bitterfeld;15082005;Stadt Aken (Elbe);;;10;Briefwahl Hort der Grundschule „Werner Nolopp“;B;0;1102;5;1097;138;277;242;119;61;54;34;8;12;0;3;149;15;1087;145;310;263;187;53;46;46; ; ; ;20;17
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;1;Grundschule Anhaltsiedlung, OT Bitterfeld, Steubenstraße 13;U;1328;694;9;685;59;91;356;64;11;12;19;8;4;0;3;58;8;686;71;111;376;69;12;14;33; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;2;"Förderschule An der Kastanie"", OT Bitterfeld, Brehnaer Straße 63""";U;953;536;9;527;37;81;269;46;13;17;14;3;3;0;0;44;10;526;47;101;281;45;11;16;25; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;3;Rathaus, OT Bitterfeld, Markt 7;U;1191;570;4;566;33;79;319;40;18;17;5;5;3;0;3;44;4;566;42;91;331;46;16;19;21; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;4;Rathaus, OT Bitterfeld, Markt 7;U;1172;527;9;518;31;46;312;49;8;8;9;8;2;2;2;41;12;515;40;54;328;59;9;8;17; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;5;Gesundheitszentrum Bitterfeld-Wolfen, OT Bitterfeld, Friedrich-Ludwig-Jahn-Straße 2;U;2069;855;4;851;83;141;409;61;23;26;13;5;2;0;2;86;10;845;98;175;433;70;16;27;26; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;6;"Europagymnasium W. Rathenau"", OT Bitterfeld, Saarstraße 15""";U;1424;646;5;641;59;106;279;83;12;18;13;6;3;0;2;60;6;640;87;121;285;91;13;19;24; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;7;"Europagymnasium W. Rathenau"", OT Bitterfeld, Saarstraße 15""";U;1219;618;9;609;65;87;283;61;13;10;14;5;2;0;4;65;10;608;63;128;291;67;16;15;28; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;8;Landkreisverwaltung Anhalt-Bitterfeld, OT Bitterfeld, Ziegelstraße 10;U;1332;595;8;587;33;59;342;67;8;16;11;7;3;3;2;36;11;584;47;67;350;68;9;13;30; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;9;Rathaus, OT Wolfen, Rathausplatz 1;U;1339;706;7;699;78;109;307;86;24;11;9;3;7;0;3;62;7;699;87;125;329;95;17;20;26; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;10;Rathaus, OT Wolfen, Rathausplatz 1;U;1301;652;5;647;57;94;325;68;16;13;4;4;1;0;3;62;7;645;66;113;336;79;11;21;19; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;11;Städtisches Kulturhaus, OT Wolfen, Puschkinstraße 3;U;1174;702;4;698;82;94;286;97;25;28;16;6;5;1;0;58;10;692;97;133;288;94;21;31;28; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;12;"Grundschule E. Weinert"", OT Wolfen, Goethestraße 39""";U;1306;713;4;709;67;113;320;64;18;27;15;2;0;1;1;81;6;707;79;149;333;73;21;30;22; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;13;"Grundschule E. Weinert"", OT Wolfen, Goethestraße 39""";U;951;525;4;521;74;71;248;53;10;15;7;6;3;1;1;32;7;518;84;87;252;56;8;19;12; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;14;Grundschule Steinfurth, OT Wolfen, Straße der Chemiearbeiter 1;U;1405;755;6;749;67;142;369;59;27;11;15;1;2;0;0;56;7;748;66;172;385;64;17;17;27; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;15;Grundschule Steinfurth, OT Wolfen, Straße der Chemiearbeiter 1;U;1127;502;7;495;65;99;212;54;6;7;11;0;1;0;1;39;8;494;65;108;225;62;4;9;21; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;16;Sekundarschule I, OT Wolfen, Fritz-Weineck-Straße 6;U;1264;576;14;562;98;125;218;46;15;10;9;2;0;0;2;37;15;561;99;134;230;56;16;12;14; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;17;Sekundarschule I, OT Wolfen, Fritz-Weineck-Straße 6;U;1034;533;5;528;63;93;220;67;9;15;11;4;1;1;0;44;8;525;73;112;225;70;10;16;19; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;18;MehrGenerationenHaus, OT Wolfen, Straße der Jugend 16;U;1226;547;5;542;61;99;239;64;12;7;4;1;4;1;2;48;6;541;80;113;256;63;7;9;13; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15082;Anhalt-Bitterfeld;15082015;Stadt Bitterfeld-Wolfen;;;19;Schulungsgebäude Feuerwehr, OT Reuden a.d. Fuhne;U;564;392;0;392;27;76;170;32;7;12;8;3;0;0;3;54;1;391;32;94;179;38;8;10;30; ; ; ; ; 
