Wahl,Ebene,WK-Nr,WK-Name,Ebene,AGS,Ortname,Briefwahl_Sonderfall,genaue Briefwahlzuordung,A1,A2,A3,Wahlberechtigte,Wähler,B1,Briefwähler,ungültige_1,gültige_1,AfD_1,SPD_1,CDU_1,FDP_1,Die Linke_1,GRÜNE_1,FREIE WÄHLER_1,Die PARTEI_1,Volt_1,PdH_1,MLPD_1,BÜNDNIS DEUTSCHLAND_1,BSW_1,EB:Busse_1,EB:Mauer_1,EB:Schubert_1,ungültige_2,gültige_2,AfD_2,SPD_2,CDU_2,FDP_2,Die Linke_2,GRÜNE_2,FREIE WÄHLER_2,Tierschutzpartei_2,Die PARTEI_2,PIRATEN_2,Volt_2,PdH_2,MLPD_2,BÜNDNIS DEUTSCHLAND_2,BSW_2,,Wahlbeteiligung,B1 in %,Briefwähler in %,ungültige_1 in %,gültige_1 in %,AfD_1 in %,SPD_1 in %,CDU_1 in %,FDP_1 in %,Die Linke_1 in %,GRÜNE_1 in %,FREIE WÄHLER_1 in %,Die PARTEI_1 in %,Volt_1 in %,PdH_1 in %,MLPD_1 in %,BÜNDNIS DEUTSCHLAND_1 in %,BSW_1 in %,EB:Busse_1 in %,EB:Mauer_1 in %,EB:Schubert_1 in %,ungültige_2 in %,gültige_2 in %,AfD_2 in %,SPD_2 in %,CDU_2 in %,FDP_2 in %,Die Linke_2 in %,GRÜNE_2 in %,FREIE WÄHLER_2 in %,Tierschutzpartei_2 in %,Die PARTEI_2 in %,PIRATEN_2 in %,Volt_2 in %,PdH_2 in %,MLPD_2 in %,BÜNDNIS DEUTSCHLAND_2 in %,BSW_2 in %
BW25,WK,155,Bautzen I,GE,14625320,Lichtenberg,,"Briefwahl der Gemeinde wurde von Pulsnitz, Stadt durchgeführt.",1036,259,0,1295,858,0,,10,848,478,59,186,16,63,15,30,x,x,x,x,1,x,x,x,x,8,850,468,47,157,33,41,21,19,5,1,2,0,0,0,1,55,x,66,0,x,1,99,56,7,22,2,7,2,4,x,x,x,x,0,x,x,x,x,1,99,55,6,19,4,5,3,2,1,0,0,0,0,0,0,7
BW25,WK,155,Bautzen I,GE,14625330,Lohsa,,,3406,893,0,4299,3641,871,870,29,3612,1777,239,885,86,334,55,207,x,x,x,x,29,x,x,x,x,26,3615,1683,219,745,104,277,64,95,22,19,3,14,1,2,16,351,x,85,24,24,1,99,49,7,25,2,9,2,6,x,x,x,x,1,x,x,x,x,1,99,47,6,21,3,8,2,3,1,1,0,0,0,0,0,10
BW25,WK,155,Bautzen I,GE,14625340,Malschwitz,,,3009,702,0,3711,3228,686,686,28,3200,1701,171,769,75,245,52,160,x,x,x,x,27,x,x,x,x,23,3205,1641,165,645,100,195,75,47,36,12,8,9,3,0,15,254,x,87,21,21,1,99,53,5,24,2,8,2,5,x,x,x,x,1,x,x,x,x,1,99,51,5,20,3,6,2,2,1,0,0,0,0,0,1,8
BW25,WK,155,Bautzen I,GE,14625350,Nebelschütz,,Briefwahl der Gemeinde wurde von Panschwitz-Kuckau durchgeführt.,691,205,0,896,593,0,,6,587,220,31,218,17,49,14,28,x,x,x,x,10,x,x,x,x,7,586,204,26,189,24,42,26,9,5,3,1,6,1,0,4,46,x,66,0,x,1,99,38,5,37,3,8,2,5,x,x,x,x,2,x,x,x,x,1,99,35,4,32,4,7,4,2,1,1,0,1,0,0,1,8
BW25,WK,155,Bautzen I,GE,14625360,Neschwitz,J,Gemeinde führte Briefwahl ebenfalls für Puschwitz durch.,1524,346,0,1870,1689,430,430,8,1681,915,90,368,32,136,36,91,x,x,x,x,13,x,x,x,x,5,1684,898,79,300,52,97,48,28,21,4,2,8,0,0,4,143,x,90,25,25,1,100,54,5,22,2,8,2,5,x,x,x,x,1,x,x,x,x,0,100,53,5,18,3,6,3,2,1,0,0,1,0,0,0,9
BW25,WK,155,Bautzen I,GE,14625370,Neukirch,,"Briefwahl der Gemeinde wurde von Königsbrück, Stadt durchgeführt.",1056,224,0,1280,849,0,,8,841,478,45,148,20,85,9,49,x,x,x,x,7,x,x,x,x,9,840,453,35,125,18,68,12,20,12,6,1,3,1,0,3,83,x,66,0,x,1,99,57,5,18,2,10,1,6,x,x,x,x,1,x,x,x,x,1,99,54,4,15,2,8,1,2,1,1,0,0,0,0,0,10
BW25,WK,155,Bautzen I,GE,14625380,Neukirch/Lausitz,,,3045,889,0,3934,3232,862,860,22,3210,1768,197,685,70,258,63,134,x,x,x,x,35,x,x,x,x,17,3215,1699,166,569,92,203,79,55,42,20,5,5,4,0,18,258,x,82,27,27,1,99,55,6,21,2,8,2,4,x,x,x,x,1,x,x,x,x,1,100,53,5,18,3,6,3,2,1,1,0,0,0,0,1,8
BW25,WK,155,Bautzen I,GE,14625390,Obergurig,,Briefwahl der Gemeinde wurde von Großpostwitz/O.L. durchgeführt.,1300,381,0,1681,1120,0,,7,1113,621,43,241,15,98,28,56,x,x,x,x,11,x,x,x,x,4,1116,597,49,197,30,84,34,21,8,8,0,2,0,0,9,77,x,67,0,x,1,99,56,4,22,1,9,3,5,x,x,x,x,1,x,x,x,x,0,100,54,4,18,3,8,3,2,1,1,0,0,0,0,1,7
BW25,WK,155,Bautzen I,GE,14625410,Ohorn,,"Briefwahl der Gemeinde wurde von Pulsnitz, Stadt durchgeführt.",1397,567,0,1964,1107,3,,9,1098,602,62,228,32,83,23,57,x,x,x,x,11,x,x,x,x,6,1101,570,61,190,38,70,25,17,10,2,1,5,1,0,4,107,x,56,0,x,1,99,55,6,21,3,8,2,5,x,x,x,x,1,x,x,x,x,1,100,52,6,17,4,6,2,2,1,0,0,1,0,0,0,10
BW25,WK,155,Bautzen I,GE,14625420,Oßling,,,1509,301,0,1810,1523,286,286,25,1498,801,100,281,43,155,25,78,x,x,x,x,15,x,x,x,x,15,1508,762,83,249,41,112,33,36,23,4,0,3,1,0,5,156,x,84,19,19,2,98,54,7,19,3,10,2,5,x,x,x,x,1,x,x,x,x,1,99,51,6,17,3,7,2,2,2,0,0,0,0,0,0,10
BW25,WK,155,Bautzen I,GE,14625440,Panschwitz-Kuckau,J,Gemeinde führte Briefwahl ebenfalls für Nebelschütz durch.,1251,348,0,1599,1563,538,538,18,1545,468,95,689,48,115,37,81,x,x,x,x,12,x,x,x,x,12,1551,445,76,565,54,96,68,41,15,10,0,3,1,0,8,169,x,98,34,34,1,99,30,6,45,3,7,2,5,x,x,x,x,1,x,x,x,x,1,99,29,5,36,4,6,4,3,1,1,0,0,0,0,1,11
BW25,WK,155,Bautzen I,GE,14625450,"Pulsnitz, Stadt",J,"Gemeinde führte Briefwahl ebenfalls für Großnaundorf, Lichtenberg, Ohorn und Steina durch.",4516,1436,0,5952,6039,2611,2604,62,5977,2465,518,1622,239,618,172,290,x,x,x,x,53,x,x,x,x,35,6004,2354,437,1350,218,488,247,115,72,30,9,34,4,2,17,627,x,102,43,43,1,99,41,9,27,4,10,3,5,x,x,x,x,1,x,x,x,x,1,99,39,7,23,4,8,4,2,1,1,0,1,0,0,0,10
BW25,WK,155,Bautzen I,GE,14625460,Puschwitz,,Briefwahl der Gemeinde wurde von Neschwitz durchgeführt.,524,102,0,626,430,0,,7,423,266,10,91,6,21,4,24,x,x,x,x,1,x,x,x,x,5,425,255,10,70,6,19,9,15,4,2,1,0,0,0,2,32,x,69,0,x,2,98,63,2,22,1,5,1,6,x,x,x,x,0,x,x,x,x,1,99,60,2,17,1,5,2,4,1,1,0,0,0,0,1,8
BW25,WK,155,Bautzen I,GE,14625470,Räckelwitz,,Briefwahl der Gemeinde wurde von Ralbitz-Rosenthal durchgeführt.,692,176,0,868,557,0,,6,551,206,26,221,19,34,15,27,x,x,x,x,3,x,x,x,x,4,553,209,29,162,26,36,27,14,10,1,0,1,0,0,3,35,x,64,0,x,1,99,37,5,40,3,6,3,5,x,x,x,x,1,x,x,x,x,1,99,38,5,29,5,7,5,3,2,0,0,0,0,0,1,6
BW25,WK,155,Bautzen I,GE,14625490,Radibor,,,1971,504,0,2475,2160,493,491,21,2139,1085,108,596,37,139,30,124,x,x,x,x,20,x,x,x,x,20,2140,1042,109,479,55,108,43,45,18,7,3,6,0,1,13,211,x,87,23,23,1,99,51,5,28,2,7,1,6,x,x,x,x,1,x,x,x,x,1,99,49,5,22,3,5,2,2,1,0,0,0,0,0,1,10
BW25,WK,155,Bautzen I,GE,14625500,Ralbitz-Rosenthal,J,Gemeinde führte Briefwahl ebenfalls für Crostwitz und Räckelwitz durch.,1054,260,0,1314,1478,581,581,24,1454,485,78,647,34,100,30,70,x,x,x,x,10,x,x,x,x,13,1465,464,67,542,46,94,44,24,13,14,6,4,2,1,4,140,x,113,39,39,2,98,33,5,45,2,7,2,5,x,x,x,x,1,x,x,x,x,1,99,32,5,37,3,6,3,2,1,1,0,0,0,0,0,10
BW25,WK,155,Bautzen I,GE,14625510,Rammenau,,"Briefwahl der Gemeinde wurde von Bischofswerda, Stadt durchgeführt.",888,177,0,1065,754,0,,10,744,415,43,155,9,56,20,39,x,x,x,x,7,x,x,x,x,9,745,387,34,128,21,40,22,15,17,0,1,4,0,0,1,75,x,71,0,x,1,99,56,6,21,1,8,3,5,x,x,x,x,1,x,x,x,x,1,99,52,5,17,3,5,3,2,2,0,0,1,0,0,0,10
BW25,WK,155,Bautzen I,GE,14625525,"Schirgiswalde-Kirschau, Stadt",,,3722,1146,0,4868,4025,1111,1105,36,3989,1866,220,1190,91,275,100,208,x,x,x,x,39,x,x,x,x,27,3998,1781,245,961,128,251,117,86,43,20,0,11,1,0,18,336,x,83,28,27,1,99,47,6,30,2,7,3,5,x,x,x,x,1,x,x,x,x,1,99,45,6,24,3,6,3,2,1,1,0,0,0,0,1,8
BW25,WK,155,Bautzen I,GE,14625530,Schmölln-Putzkau,,,1998,502,0,2500,2060,433,433,15,2045,1186,115,397,53,173,34,67,x,x,x,x,20,x,x,x,x,12,2048,1107,95,335,58,131,51,28,27,10,3,3,1,3,7,189,x,82,21,21,1,99,58,6,19,3,9,2,3,x,x,x,x,1,x,x,x,x,1,99,54,5,16,3,6,3,1,1,1,0,0,0,0,0,9
BW25,WK,155,Bautzen I,GE,14625550,Schwepnitz,,,1614,344,0,1958,1685,329,329,18,1667,869,112,330,58,184,34,67,x,x,x,x,13,x,x,x,x,11,1674,813,88,275,51,155,51,33,17,6,2,5,2,0,4,172,x,86,20,20,1,99,52,7,20,4,11,2,4,x,x,x,x,1,x,x,x,x,1,99,49,5,16,3,9,3,2,1,0,0,0,0,0,0,10
BW25,WK,155,Bautzen I,GE,14625560,Sohland a. d. Spree,,,4096,1177,0,5273,4371,1124,1121,31,4340,2380,225,985,94,289,120,205,x,x,x,x,42,x,x,x,x,22,4349,2282,227,821,127,252,101,94,55,14,4,15,2,0,20,335,x,83,26,26,1,99,55,5,23,2,7,3,5,x,x,x,x,1,x,x,x,x,1,100,53,5,19,3,6,2,2,1,0,0,0,0,0,1,8
BW25,WK,155,Bautzen I,GE,14625570,Spreetal,,,1324,192,0,1516,1277,187,187,18,1259,653,83,276,25,128,22,65,x,x,x,x,7,x,x,x,x,14,1263,623,69,236,29,93,34,27,8,8,3,2,0,1,3,127,x,84,15,15,1,99,52,7,22,2,10,2,5,x,x,x,x,1,x,x,x,x,1,99,49,6,19,2,7,3,2,1,1,0,0,0,0,0,10
BW25,WK,155,Bautzen I,GE,14625580,Steina,,"Briefwahl der Gemeinde wurde von Pulsnitz, Stadt durchgeführt.",1032,335,0,1367,841,0,,5,836,424,49,209,24,66,22,36,x,x,x,x,6,x,x,x,x,7,834,404,41,175,27,57,25,14,9,1,6,4,0,0,3,68,x,62,0,x,1,99,51,6,25,3,8,3,4,x,x,x,x,1,x,x,x,x,1,99,48,5,21,3,7,3,2,1,0,1,1,0,0,0,8
BW25,WK,155,Bautzen I,GE,14625590,Steinigtwolmsdorf,,,1803,471,0,2274,1906,454,454,20,1886,1072,102,406,51,123,43,76,x,x,x,x,13,x,x,x,x,16,1890,1015,95,353,56,102,38,32,31,9,1,4,0,0,9,145,x,84,24,24,1,99,57,5,22,3,7,2,4,x,x,x,x,1,x,x,x,x,1,99,54,5,19,3,5,2,2,2,1,0,0,0,0,1,8
BW25,WK,155,Bautzen I,GE,14625610,"Weißenberg, Stadt",,,1949,526,0,2475,2077,520,518,20,2057,1166,84,466,36,145,34,103,x,x,x,x,23,x,x,x,x,13,2064,1120,73,402,64,107,42,39,12,9,6,4,2,0,10,174,x,84,25,25,1,99,57,4,23,2,7,2,5,x,x,x,x,1,x,x,x,x,1,99,54,4,20,3,5,2,2,1,0,0,0,0,0,1,8
BW25,WK,155,Bautzen I,GE,14625630,"Wilthen, Stadt",,,3101,837,0,3938,3071,785,785,26,3045,1594,204,745,78,247,48,111,x,x,x,x,18,x,x,x,x,21,3050,1524,185,613,102,231,47,40,32,11,5,6,2,0,15,237,x,78,26,26,1,99,52,7,25,3,8,2,4,x,x,x,x,1,x,x,x,x,1,99,50,6,20,3,8,2,1,1,0,0,0,0,0,1,8
BW25,WK,155,Bautzen I,GE,14625640,"Wittichenau, Stadt",,,3645,876,0,4521,3888,842,842,30,3858,1565,225,1415,73,295,65,197,x,x,x,x,23,x,x,x,x,23,3865,1513,230,1181,131,254,97,84,27,10,11,12,1,2,15,297,x,86,22,22,1,99,41,6,37,2,8,2,5,x,x,x,x,1,x,x,x,x,1,99,39,6,31,3,7,3,2,1,0,0,0,0,0,0,8
BW25,WK,156,Görlitz,GE,14626010,"Bad Muskau, Stadt",J,Gemeinde führte Briefwahl ebenfalls für Gablenz durch.,2132,450,0,2582,2313,716,714,21,2292,1171,160,547,40,150,48,41,x,x,x,x,12,123,x,x,x,15,2298,1082,170,463,68,180,50,21,29,11,4,6,3,0,11,200,x,90,31,31,1,99,51,7,24,2,7,2,2,x,x,x,x,1,5,x,x,x,1,99,47,7,20,3,8,2,1,1,1,0,0,0,0,1,9
BW25,WK,156,Görlitz,GE,14626020,Beiersdorf,,Briefwahl der Gemeinde wurde von Oppach durchgeführt.,736,186,0,922,589,1,,6,583,349,21,124,11,18,9,14,x,x,x,x,2,35,x,x,x,6,583,335,22,97,20,26,13,11,9,3,1,0,0,0,1,45,x,64,0,x,1,99,60,4,21,2,3,2,2,x,x,x,x,0,6,x,x,x,1,99,58,4,17,3,5,2,2,2,1,0,0,0,0,0,8
BW25,WK,156,Görlitz,GE,14626030,"Bernstadt a. d. Eigen, Stadt",J,Gemeinde führte Briefwahl ebenfalls für Schönau-Berzdorf a. d. Eigen durch.,2086,523,0,2609,2331,690,690,17,2314,1220,107,573,50,96,52,53,x,x,x,x,18,145,x,x,x,15,2316,1168,122,483,69,122,59,35,31,9,5,4,4,1,10,194,x,89,30,30,1,99,53,5,25,2,4,2,2,x,x,x,x,1,6,x,x,x,1,99,50,5,21,3,5,3,2,1,0,0,0,0,0,0,8
BW25,WK,156,Görlitz,GE,14626050,Bertsdorf-Hörnitz,,Briefwahl der Gemeinde wurde von Olbersdorf durchgeführt.,1356,332,0,1688,1133,0,,7,1126,605,52,261,27,59,27,28,x,x,x,x,5,62,x,x,x,9,1124,588,57,203,39,78,32,19,12,2,1,0,1,1,5,86,x,67,0,x,1,99,54,5,23,2,5,2,3,x,x,x,x,0,6,x,x,x,1,99,52,5,18,4,7,3,2,1,0,0,0,0,0,0,8
BW25,WK,156,Görlitz,GE,14626060,Boxberg/O.L.,,,2914,646,0,3560,2961,613,612,16,2945,1560,194,650,57,153,41,71,x,x,x,x,11,208,x,x,x,11,2950,1467,178,547,82,212,64,37,27,16,2,6,2,1,8,301,x,83,21,21,1,100,53,7,22,2,5,1,2,x,x,x,x,0,7,x,x,x,0,100,50,6,19,3,7,2,1,1,1,0,0,0,0,0,10
BW25,WK,156,Görlitz,GE,14626070,Dürrhennersdorf,,"Briefwahl der Gemeinde wurde von Neusalza-Spremberg, Stadt durchgeführt.",617,131,0,748,474,0,,2,472,280,19,102,13,15,10,10,x,x,x,x,1,22,x,x,x,2,472,273,23,87,16,16,11,8,7,1,0,0,0,0,1,29,x,63,0,x,0,100,59,4,22,3,3,2,2,x,x,x,x,0,5,x,x,x,0,100,58,5,18,3,3,2,2,2,0,0,0,0,0,0,6
BW25,WK,156,Görlitz,GE,14626085,"Ebersbach-Neugersdorf, Stadt",,,7554,1836,0,9390,7257,1779,1775,58,7199,3606,401,1746,154,450,184,215,x,x,x,x,44,399,x,x,x,57,7200,3486,398,1429,191,530,227,155,97,35,8,11,4,3,23,603,x,77,25,24,1,99,50,6,24,2,6,3,3,x,x,x,x,1,6,x,x,x,1,99,48,6,20,3,7,3,2,1,1,0,0,0,0,0,8
BW25,WK,156,Görlitz,GE,14626100,Gablenz,,"Briefwahl der Gemeinde wurde von Bad Muskau, Stadt durchgeführt.",1036,286,0,1322,842,0,,8,834,532,34,149,13,49,13,11,x,x,x,x,1,32,x,x,x,10,832,477,36,124,35,52,20,8,5,1,3,0,0,0,1,70,x,64,0,x,1,99,64,4,18,2,6,2,1,x,x,x,x,0,4,x,x,x,1,99,57,4,15,4,6,2,1,1,0,0,0,0,0,0,8
BW25,WK,156,Görlitz,GE,14626110,"Görlitz, Stadt, Hochschulstadt",,,30359,10213,0,40572,30583,9751,9681,244,30339,13094,2361,8101,540,2243,1610,496,x,x,x,x,181,1713,x,x,x,195,30388,12444,2421,6449,893,2800,1651,329,460,148,50,128,39,11,93,2472,x,75,32,32,1,99,43,8,27,2,7,5,2,x,x,x,x,1,6,x,x,x,1,99,41,8,21,3,9,5,1,2,1,0,0,0,0,0,8
BW25,WK,156,Görlitz,GE,14626120,Groß Düben,,Briefwahl der Gemeinde wurde von Schleife durchgeführt.,723,145,0,868,646,0,,3,643,389,39,131,12,24,10,5,x,x,x,x,3,30,x,x,x,2,644,373,35,107,21,33,14,5,1,0,1,1,0,0,3,50,x,74,0,x,1,100,61,6,20,2,4,2,1,x,x,x,x,1,5,x,x,x,0,100,58,5,17,3,5,2,1,0,0,0,0,0,0,1,8
BW25,WK,156,Görlitz,GE,14626140,Großschönau,J,Gemeinde führte Briefwahl ebenfalls für Hainewalde durch.,3467,832,0,4299,3613,1010,1009,32,3581,1817,211,927,58,180,69,63,x,x,x,x,26,230,x,x,x,29,3584,1761,224,751,105,228,92,44,49,16,4,9,0,0,20,281,x,84,28,28,1,99,51,6,26,2,5,2,2,x,x,x,x,1,6,x,x,x,1,99,49,6,21,3,6,3,1,1,0,0,0,0,0,1,8
BW25,WK,156,Görlitz,GE,14626150,Großschweidnitz,,,806,228,0,1034,797,221,221,5,792,435,30,169,18,43,19,15,x,x,x,x,1,62,x,x,x,8,789,416,25,144,25,56,26,13,8,2,1,0,0,0,2,71,x,77,28,28,1,99,55,4,21,2,5,2,2,x,x,x,x,0,8,x,x,x,1,99,53,3,18,3,7,3,2,1,0,0,0,0,0,0,9
BW25,WK,156,Görlitz,GE,14626160,Hähnichen,,"Briefwahl der Gemeinde wurde von Rothenburg/O.L., Stadt durchgeführt.",747,220,0,967,603,0,,8,595,350,25,116,9,25,14,17,x,x,x,x,1,38,x,x,x,10,593,327,27,94,14,38,15,11,3,0,0,0,0,0,3,61,x,62,0,x,1,99,59,4,20,2,4,2,3,x,x,x,x,0,6,x,x,x,2,98,55,5,16,2,6,3,2,1,0,0,0,0,0,1,10
BW25,WK,156,Görlitz,GE,14626170,Hainewalde,,Briefwahl der Gemeinde wurde von Großschönau durchgeführt.,1017,220,0,1237,853,0,,4,849,483,34,184,13,51,13,12,x,x,x,x,6,53,x,x,x,3,850,484,31,144,25,44,20,7,17,3,1,3,0,0,5,66,x,69,0,x,1,100,57,4,22,2,6,2,1,x,x,x,x,1,6,x,x,x,0,100,57,4,17,3,5,2,1,2,0,0,0,0,0,1,8
BW25,WK,156,Görlitz,GE,14626180,"Herrnhut, Stadt",,,3792,925,0,4717,3638,896,890,41,3597,1663,185,958,68,222,168,80,x,x,x,x,18,235,x,x,x,37,3601,1603,224,777,88,265,188,59,42,8,4,10,1,1,17,314,x,77,25,24,1,99,46,5,27,2,6,5,2,x,x,x,x,1,7,x,x,x,1,99,45,6,22,2,7,5,2,1,0,0,0,0,0,1,9
BW25,WK,156,Görlitz,GE,14626190,Hohendubrau,J,Gemeinde führte Briefwahl ebenfalls für Mücka und Quitzdorf am See durch.,1209,306,0,1515,1584,569,568,12,1572,817,102,342,29,79,45,36,x,x,x,x,12,110,x,x,x,7,1577,775,90,302,46,90,58,22,13,3,2,5,1,0,12,158,x,105,36,36,1,99,52,7,22,2,5,3,2,x,x,x,x,1,7,x,x,x,0,100,49,6,19,3,6,4,1,1,0,0,0,0,0,1,10
BW25,WK,156,Görlitz,GE,14626200,Horka,,,1112,265,0,1377,1173,259,258,7,1166,608,54,279,16,77,27,35,x,x,x,x,6,64,x,x,x,6,1167,570,53,238,24,90,31,24,16,6,0,1,1,0,1,112,x,85,22,22,1,99,52,5,24,1,7,2,3,x,x,x,x,1,6,x,x,x,1,100,49,5,20,2,8,3,2,1,1,0,0,0,0,0,10
BW25,WK,156,Görlitz,GE,14626210,"Jonsdorf, Kurort",,Briefwahl der Gemeinde wurde von Olbersdorf durchgeführt.,915,309,0,1224,721,0,,7,714,346,42,191,11,35,14,19,x,x,x,x,3,53,x,x,x,5,716,340,42,144,23,52,15,15,9,0,1,2,1,1,1,70,x,59,0,x,1,99,49,6,27,2,5,2,3,x,x,x,x,0,7,x,x,x,1,99,48,6,20,3,7,2,2,1,0,0,0,0,0,0,10
BW25,WK,156,Görlitz,GE,14626230,Kodersdorf,,,1565,345,0,1910,1649,335,334,16,1633,921,91,357,27,77,33,44,x,x,x,x,10,73,x,x,x,12,1637,901,85,293,46,105,29,23,17,11,6,6,4,0,3,108,x,86,20,20,1,99,56,6,22,2,5,2,3,x,x,x,x,1,5,x,x,x,1,99,55,5,18,3,6,2,1,1,1,0,0,0,0,0,7
BW25,WK,156,Görlitz,GE,14626240,Königshain,,,685,274,0,959,862,265,264,1,861,454,31,234,21,33,27,10,x,x,x,x,1,50,x,x,x,2,860,445,35,198,27,41,26,10,3,5,1,3,0,0,2,64,x,90,31,31,0,100,53,4,27,2,4,3,1,x,x,x,x,0,6,x,x,x,0,100,52,4,23,3,5,3,1,0,1,0,0,0,0,0,7
BW25,WK,156,Görlitz,GE,14626245,Kottmar,,,4852,1054,0,5906,4887,1028,1026,43,4844,2529,211,1117,101,287,123,116,x,x,x,x,35,325,x,x,x,33,4854,2450,234,908,138,309,125,94,54,27,8,10,9,5,26,457,x,83,21,21,1,99,52,4,23,2,6,3,2,x,x,x,x,1,7,x,x,x,1,99,51,5,19,3,6,3,2,1,1,0,0,0,0,1,9
BW25,WK,156,Görlitz,GE,14626250,Krauschwitz i.d. O.L.,,,2223,479,0,2702,2202,458,457,16,2186,1294,130,396,40,117,40,59,x,x,x,x,11,99,x,x,x,12,2190,1192,150,345,58,141,39,32,20,5,4,8,2,1,15,178,x,82,21,21,1,99,59,6,18,2,5,2,3,x,x,x,x,1,5,x,x,x,1,100,54,7,16,3,6,2,2,1,0,0,0,0,0,1,8
BW25,WK,156,Görlitz,GE,14626260,Kreba-Neudorf,,Briefwahl der Gemeinde wurde von Rietschen durchgeführt.,585,117,0,702,490,0,,4,486,280,29,104,8,26,7,10,x,x,x,x,1,21,x,x,x,3,487,279,25,80,8,28,9,6,10,1,1,1,0,0,2,37,x,70,0,x,1,99,58,6,21,2,5,1,2,x,x,x,x,0,4,x,x,x,1,99,57,5,16,2,6,2,1,2,0,0,0,0,0,0,8
BW25,WK,156,Görlitz,GE,14626270,Lawalde,,,1163,293,0,1456,1242,282,282,11,1231,694,37,276,26,59,15,38,x,x,x,x,4,82,x,x,x,12,1230,672,40,221,50,59,23,25,4,5,2,4,1,0,0,124,x,85,23,23,1,99,56,3,22,2,5,1,3,x,x,x,x,0,7,x,x,x,1,99,55,3,18,4,5,2,2,0,0,0,0,0,0,0,10
BW25,WK,156,Görlitz,GE,14626280,Leutersdorf,,,2254,549,0,2803,2268,529,529,22,2246,1144,120,554,45,115,40,63,x,x,x,x,19,146,x,x,x,18,2250,1113,123,447,78,149,53,48,25,4,4,5,0,2,11,188,x,81,23,23,1,99,51,5,25,2,5,2,3,x,x,x,x,1,7,x,x,x,1,99,50,6,20,4,7,2,2,1,0,0,0,0,0,1,8
BW25,WK,156,Görlitz,GE,14626290,"Löbau, Stadt",,,9146,2370,0,11516,8750,2262,2262,76,8674,4331,452,1970,204,628,188,199,x,x,x,x,65,637,x,x,x,66,8684,4135,481,1671,257,701,215,135,112,41,16,17,9,6,47,841,x,76,26,26,1,99,50,5,23,2,7,2,2,x,x,x,x,1,7,x,x,x,1,99,48,6,19,3,8,3,2,1,1,0,0,0,0,1,10
BW25,WK,156,Görlitz,GE,14626300,Markersdorf,,,2366,733,0,3099,2783,709,709,20,2763,1433,105,782,49,115,64,56,x,x,x,x,14,145,x,x,x,18,2765,1378,125,646,79,148,68,33,31,10,3,5,2,1,11,225,x,90,25,25,1,99,52,4,28,2,4,2,2,x,x,x,x,1,5,x,x,x,1,99,50,5,23,3,5,3,1,1,0,0,0,0,0,0,8
BW25,WK,156,Görlitz,GE,14626310,Mittelherwigsdorf,,,2246,663,0,2909,2468,643,639,16,2452,1141,109,644,50,106,90,93,x,x,x,x,19,200,x,x,x,12,2456,1110,118,534,61,144,91,77,27,9,6,14,5,2,13,245,x,85,26,26,1,99,47,4,26,2,4,4,4,x,x,x,x,1,8,x,x,x,1,100,45,5,22,3,6,4,3,1,0,0,1,0,0,1,10
BW25,WK,156,Görlitz,GE,14626320,Mücka,,Briefwahl der Gemeinde wurde von Hohendubrau durchgeführt.,671,116,0,787,529,3,,6,523,280,35,119,12,32,9,12,x,x,x,x,2,22,x,x,x,5,524,272,31,94,23,44,12,5,6,2,0,0,0,0,1,34,x,67,1,x,1,99,54,7,23,2,6,2,2,x,x,x,x,0,4,x,x,x,1,99,52,6,18,4,8,2,1,1,0,0,0,0,0,0,7
BW25,WK,156,Görlitz,GE,14626330,Neißeaue,,,1119,258,0,1377,1163,248,248,7,1156,663,65,236,18,51,31,26,x,x,x,x,5,61,x,x,x,9,1154,631,57,179,33,75,44,16,10,6,0,6,0,1,3,93,x,85,21,21,1,99,57,6,20,2,4,3,2,x,x,x,x,0,5,x,x,x,1,99,55,5,16,3,7,4,1,1,1,0,1,0,0,0,8
BW25,WK,156,Görlitz,GE,14626350,"Neusalza-Spremberg, Stadt",J,Gemeinde führte Briefwahl ebenfalls für Dürrhennersdorf und Schönbach durch.,2066,548,0,2614,2404,795,795,21,2383,1252,134,520,56,98,52,76,x,x,x,x,15,180,x,x,x,18,2386,1224,133,412,62,131,68,68,16,15,6,5,0,1,11,234,x,92,33,33,1,99,53,6,22,2,4,2,3,x,x,x,x,1,8,x,x,x,1,99,51,6,17,3,6,3,3,1,1,0,0,0,0,1,10
BW25,WK,156,Görlitz,GE,14626370,"Niesky, Stadt",,,5810,1810,0,7620,6064,1737,1735,55,6009,2920,590,1331,130,362,104,166,x,x,x,x,31,375,x,x,x,41,6023,2814,454,1198,167,477,133,110,75,18,7,11,6,2,18,533,x,80,29,29,1,99,49,10,22,2,6,2,3,x,x,x,x,1,6,x,x,x,1,99,47,8,20,3,8,2,2,1,0,0,0,0,0,0,9
BW25,WK,156,Görlitz,GE,14626390,Oderwitz,,,2879,1188,0,4067,3316,1159,1157,28,3288,1600,164,865,70,174,91,83,x,x,x,x,26,215,x,x,x,17,3299,1549,174,687,98,233,98,71,45,20,3,9,2,2,13,295,x,82,35,35,1,99,49,5,26,2,5,3,3,x,x,x,x,1,7,x,x,x,1,100,47,5,21,3,7,3,2,1,1,0,0,0,0,0,9
