Wahl,Ebene,WK-Nr,WK-Name,Ebene,AGS,Ortname,Briefwahl_Sonderfall,genaue Briefwahlzuordung,A1,A2,A3,Wahlberechtigte,Wähler,B1,Briefwähler,ungültige_1,gültige_1,AfD_1,SPD_1,CDU_1,FDP_1,Die Linke_1,GRÜNE_1,FREIE WÄHLER_1,Die PARTEI_1,Volt_1,PdH_1,MLPD_1,BÜNDNIS DEUTSCHLAND_1,BSW_1,EB:Busse_1,EB:Mauer_1,EB:Schubert_1,ungültige_2,gültige_2,AfD_2,SPD_2,CDU_2,FDP_2,Die Linke_2,GRÜNE_2,FREIE WÄHLER_2,Tierschutzpartei_2,Die PARTEI_2,PIRATEN_2,Volt_2,PdH_2,MLPD_2,BÜNDNIS DEUTSCHLAND_2,BSW_2,,Wahlbeteiligung,B1 in %,Briefwähler in %,ungültige_1 in %,gültige_1 in %,AfD_1 in %,SPD_1 in %,CDU_1 in %,FDP_1 in %,Die Linke_1 in %,GRÜNE_1 in %,FREIE WÄHLER_1 in %,Die PARTEI_1 in %,Volt_1 in %,PdH_1 in %,MLPD_1 in %,BÜNDNIS DEUTSCHLAND_1 in %,BSW_1 in %,EB:Busse_1 in %,EB:Mauer_1 in %,EB:Schubert_1 in %,ungültige_2 in %,gültige_2 in %,AfD_2 in %,SPD_2 in %,CDU_2 in %,FDP_2 in %,Die Linke_2 in %,GRÜNE_2 in %,FREIE WÄHLER_2 in %,Tierschutzpartei_2 in %,Die PARTEI_2 in %,PIRATEN_2 in %,Volt_2 in %,PdH_2 in %,MLPD_2 in %,BÜNDNIS DEUTSCHLAND_2 in %,BSW_2 in %
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522290,Königshain-Wiederau,,,1694,349,0,2043,1704,336,336,16,1688,785,131,488,67,164,53,x,x,x,x,x,x,x,x,x,x,9,1695,738,110,356,71,125,63,26,18,4,3,2,0,0,6,173,,83,20,20,1,99,47,8,29,4,10,3,x,x,x,x,x,x,x,x,x,x,1,100,44,7,21,4,7,4,2,1,0,0,0,0,0,0,10
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522330,Lichtenau,,,4356,1412,0,5768,4989,1365,1360,54,4935,2078,555,1472,182,494,154,x,x,x,x,x,x,x,x,x,x,24,4965,1923,456,1104,184,372,189,106,37,22,6,11,2,0,17,536,,87,27,27,1,99,42,11,30,4,10,3,x,x,x,x,x,x,x,x,x,x,1,100,39,9,22,4,8,4,2,1,0,0,0,0,0,0,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522350,"Lunzenau, Stadt",,,2550,754,0,3304,2661,737,736,39,2622,1240,260,760,87,218,57,x,x,x,x,x,x,x,x,x,x,13,2648,1171,198,592,81,148,66,52,28,9,2,9,3,1,3,285,,81,28,28,2,99,47,10,29,3,8,2,x,x,x,x,x,x,x,x,x,x,1,100,44,8,22,3,6,3,2,1,0,0,0,0,0,0,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522380,Mühlau,,,1235,461,0,1696,1459,450,447,7,1452,658,161,428,45,131,29,x,x,x,x,x,x,x,x,x,x,1,1458,616,129,324,47,101,49,16,18,9,1,8,0,0,7,133,,86,31,31,1,100,45,11,30,3,9,2,x,x,x,x,x,x,x,x,x,x,0,100,42,9,22,3,7,3,1,1,1,0,1,0,0,1,9
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522460,"Penig, Stadt",,,4987,1912,0,6899,5527,1864,1860,63,5464,2435,619,1567,155,538,150,x,x,x,x,x,x,x,x,x,x,26,5501,2277,463,1270,152,419,152,93,57,18,7,13,5,2,8,565,,80,34,34,1,99,45,11,29,3,10,3,x,x,x,x,x,x,x,x,x,x,1,100,41,8,23,3,8,3,2,1,0,0,0,0,0,0,10
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522490,"Rochlitz, Stadt, Stadt des Roten Porphyr",J,"Gemeinde führte Briefwahl ebenfalls für Königsfeld, Seelitz und Zettlitz durch.",3494,1147,0,4641,4238,1786,1786,53,4185,1550,525,1186,147,642,135,x,x,x,x,x,x,x,x,x,x,21,4217,1446,397,912,122,452,172,62,65,16,7,17,1,3,6,539,,91,42,42,1,99,37,13,28,4,15,3,x,x,x,x,x,x,x,x,x,x,1,100,34,9,22,3,11,4,2,2,0,0,0,0,0,0,13
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522530,Seelitz,,"Briefwahl der Gemeinde wurde von Rochlitz, Stadt, Stadt des Roten Porphyr durchgeführt.",1002,413,0,1415,785,1,,9,776,434,62,146,23,96,15,x,x,x,x,x,x,x,x,x,x,2,783,398,52,112,26,56,17,16,4,4,0,0,0,1,4,93,,56,0,x,1,99,56,8,19,3,12,2,x,x,x,x,x,x,x,x,x,x,0,100,51,7,14,3,7,2,2,1,1,0,0,0,0,1,12
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522550,Taura,,,1470,435,0,1905,1578,423,422,14,1564,762,149,428,45,127,53,x,x,x,x,x,x,x,x,x,x,8,1570,697,127,298,47,109,50,29,14,4,0,7,0,0,5,183,,83,27,27,1,99,49,10,27,3,8,3,x,x,x,x,x,x,x,x,x,x,1,100,44,8,19,3,7,3,2,1,0,0,0,0,0,0,12
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522580,Wechselburg,,,1164,274,0,1438,1208,265,264,19,1189,524,131,357,33,122,22,x,x,x,x,x,x,x,x,x,x,9,1199,474,97,297,28,99,33,19,9,7,0,4,1,1,3,127,,84,22,22,2,98,44,11,30,3,10,2,x,x,x,x,x,x,x,x,x,x,1,99,40,8,25,2,8,3,2,1,1,0,0,0,0,0,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14522600,Zettlitz,,"Briefwahl der Gemeinde wurde von Rochlitz, Stadt, Stadt des Roten Porphyr durchgeführt.",459,115,0,574,367,0,,4,363,194,37,77,15,35,5,x,x,x,x,x,x,x,x,x,x,4,363,175,32,63,8,28,7,8,2,1,0,0,0,0,0,39,,64,0,x,1,99,53,10,21,4,10,1,x,x,x,x,x,x,x,x,x,x,1,99,48,9,17,2,8,2,2,1,0,0,0,0,0,0,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14524010,Bernsdorf,,,1367,376,0,1743,1536,368,364,20,1516,639,205,451,56,141,24,x,x,x,x,x,x,x,x,x,x,8,1528,607,135,354,57,120,36,20,17,6,0,1,1,0,6,168,,88,24,24,1,99,42,14,30,4,9,2,x,x,x,x,x,x,x,x,x,x,1,100,40,9,23,4,8,2,1,1,0,0,0,0,0,0,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14524020,Callenberg,,,3208,728,0,3936,3318,702,702,47,3271,1421,339,917,109,369,116,x,x,x,x,x,x,x,x,x,x,21,3297,1316,284,717,107,272,113,54,26,14,6,9,4,0,11,364,,84,21,21,1,99,43,10,28,3,11,4,x,x,x,x,x,x,x,x,x,x,1,99,40,9,22,3,8,3,2,1,0,0,0,0,0,0,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14524070,Gersdorf,,,2376,743,0,3119,2584,725,723,40,2544,1114,354,643,96,270,67,x,x,x,x,x,x,x,x,x,x,14,2570,1029,242,492,94,240,84,58,29,3,5,6,1,0,6,281,,83,28,28,2,99,44,14,25,4,11,3,x,x,x,x,x,x,x,x,x,x,1,100,40,9,19,4,9,3,2,1,0,0,0,0,0,0,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14524120,"Hohenstein-Ernstthal, Stadt",,,8974,2670,0,11644,9059,2545,2534,119,8940,3780,1310,2251,347,974,278,x,x,x,x,x,x,x,x,x,x,67,8992,3547,967,1762,332,757,341,87,114,42,11,34,13,1,24,960,,78,28,28,1,99,42,15,25,4,11,3,x,x,x,x,x,x,x,x,x,x,1,99,39,11,20,4,8,4,1,1,1,0,0,0,0,0,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14524160,"Lichtenstein/Sa., Stadt",,,7110,1969,0,9079,7261,1910,1905,109,7152,3054,1242,1660,255,751,190,x,x,x,x,x,x,x,x,x,x,57,7204,2912,770,1392,226,580,250,119,87,36,14,29,10,2,16,761,,80,26,26,2,99,43,17,23,4,11,3,x,x,x,x,x,x,x,x,x,x,1,99,40,11,19,3,8,4,2,1,1,0,0,0,0,0,11
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14524180,"Limbach-Oberfrohna, Stadt",,,14008,4961,0,18969,15056,4784,4750,203,14853,6198,1805,4178,537,1602,533,x,x,x,x,x,x,x,x,x,x,83,14973,5753,1331,3194,480,1216,521,619,166,67,20,70,15,4,36,1481,,79,32,32,1,99,42,12,28,4,11,4,x,x,x,x,x,x,x,x,x,x,1,99,38,9,21,3,8,4,4,1,0,0,1,0,0,0,10
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14524220,Niederfrohna,,,1349,462,0,1811,1602,436,434,10,1592,640,146,552,44,140,70,x,x,x,x,x,x,x,x,x,x,4,1598,620,136,405,42,102,78,39,12,1,1,5,0,0,4,153,,89,27,27,1,99,40,9,35,3,9,4,x,x,x,x,x,x,x,x,x,x,0,100,39,9,25,3,6,5,2,1,0,0,0,0,0,0,10
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14524230,"Oberlungwitz, Stadt",,,3585,1198,0,4783,3886,1165,1165,45,3841,1602,470,1135,146,387,101,x,x,x,x,x,x,x,x,x,x,17,3869,1499,374,879,139,315,126,50,50,22,6,14,4,0,10,381,,81,30,30,1,99,42,12,30,4,10,3,x,x,x,x,x,x,x,x,x,x,0,100,39,10,23,4,8,3,1,1,1,0,0,0,0,0,10
BW25,WK,162,Chemnitzer Umland - Erzgebirgskreis II,GE,14524280,St. Egidien,,,1885,559,0,2444,2081,549,547,32,2049,922,252,575,47,196,57,x,x,x,x,x,x,x,x,x,x,15,2066,831,152,462,52,150,80,30,28,12,4,3,0,0,7,255,,85,26,26,2,99,45,12,28,2,10,3,x,x,x,x,x,x,x,x,x,x,1,99,40,7,22,3,7,4,2,1,1,0,0,0,0,0,12
BW25,WK,163,Erzgebirgskreis I,GE,14521010,Amtsberg,,,2096,842,0,2938,2598,816,811,30,2568,987,227,738,66,176,67,62,x,x,x,x,x,186,x,x,59,25,2573,985,212,614,90,180,99,53,21,13,1,10,0,0,8,287,,88,31,31,1,99,38,9,29,3,7,3,2,x,x,x,x,x,7,x,x,2,1,99,38,8,24,4,7,4,2,1,1,0,0,0,0,0,11
BW25,WK,163,Erzgebirgskreis I,GE,14521020,"Annaberg-Buchholz, Stadt",,,12152,3186,0,15338,11513,3051,3041,73,11440,5147,878,2453,239,965,282,596,x,x,x,x,x,740,x,x,140,63,11450,5043,885,2004,322,1035,338,411,140,41,14,50,7,5,34,1121,,75,27,26,1,99,45,8,21,2,8,3,5,x,x,x,x,x,7,x,x,1,1,100,44,8,18,3,9,3,4,1,0,0,0,0,0,0,10
BW25,WK,163,Erzgebirgskreis I,GE,14521035,"Aue-Bad Schlema, Stadt",,,11830,3786,0,15616,12044,3612,3597,93,11951,5571,822,2954,205,952,177,391,x,x,x,x,x,808,x,x,71,80,11964,5467,804,2353,320,969,261,278,159,44,10,18,11,2,29,1239,,77,30,30,1,99,47,7,25,2,8,2,3,x,x,x,x,x,7,x,x,1,1,99,46,7,20,3,8,2,2,1,0,0,0,0,0,0,10
BW25,WK,163,Erzgebirgskreis I,GE,14521060,Bärenstein,,,1324,452,0,1776,1444,436,436,10,1434,762,98,284,24,98,26,37,x,x,x,x,x,99,x,x,6,10,1434,748,101,247,28,91,27,27,20,5,1,0,0,1,1,137,,81,30,30,1,99,53,7,20,2,7,2,3,x,x,x,x,x,7,x,x,0,1,99,52,7,17,2,6,2,2,1,0,0,0,0,0,0,10
BW25,WK,163,Erzgebirgskreis I,GE,14521080,Bockau,,,1356,460,0,1816,1591,450,448,14,1577,832,77,429,18,95,12,34,x,x,x,x,x,76,x,x,4,9,1582,815,95,346,31,91,16,35,16,3,1,1,0,1,35,96,,88,28,28,1,99,53,5,27,1,6,1,2,x,x,x,x,x,5,x,x,0,1,99,52,6,22,2,6,1,2,1,0,0,0,0,0,2,6
BW25,WK,163,Erzgebirgskreis I,GE,14521090,Börnichen/Erzgeb.,,,593,203,0,796,636,197,196,9,627,307,36,145,15,38,16,21,x,x,x,x,x,46,x,x,3,9,627,305,30,111,27,41,22,11,6,2,1,0,0,0,3,68,,80,31,31,1,99,49,6,23,2,6,3,3,x,x,x,x,x,7,x,x,1,1,99,49,5,18,4,7,4,2,1,0,0,0,0,0,1,11
BW25,WK,163,Erzgebirgskreis I,GE,14521110,Breitenbrunn/Erzgeb.,,,3007,1103,0,4110,3277,1062,1057,20,3257,1678,211,770,83,182,20,112,x,x,x,x,x,187,x,x,14,15,3262,1645,192,646,118,184,37,76,31,7,3,6,1,1,21,294,,80,32,32,1,99,52,7,24,3,6,1,3,x,x,x,x,x,6,x,x,0,1,100,50,6,20,4,6,1,2,1,0,0,0,0,0,1,9
BW25,WK,163,Erzgebirgskreis I,GE,14521130,Crottendorf,,,2510,624,0,3134,2687,606,604,46,2641,1231,147,687,61,180,49,131,x,x,x,x,x,121,x,x,34,38,2649,1219,152,585,65,183,71,81,31,7,3,10,0,0,4,238,,86,23,22,2,98,47,6,26,2,7,2,5,x,x,x,x,x,5,x,x,1,1,99,46,6,22,3,7,3,3,1,0,0,0,0,0,0,9
BW25,WK,163,Erzgebirgskreis I,GE,14521140,Deutschneudorf,,"Briefwahl der Gemeinde wurde von Seiffen/Erzgeb., Kurort durchgeführt.",642,116,0,758,473,0,,13,460,282,15,95,9,22,5,14,x,x,x,x,x,16,x,x,2,12,461,267,19,81,23,18,8,5,10,0,0,1,0,0,3,26,,62,0,x,3,97,61,3,21,2,5,1,3,x,x,x,x,x,4,x,x,0,3,98,58,4,18,5,4,2,1,2,0,0,0,0,0,1,6
BW25,WK,163,Erzgebirgskreis I,GE,14521150,Drebach,,,3132,868,0,4000,3403,846,845,27,3376,1546,191,865,51,186,51,114,x,x,x,x,x,208,x,x,164,25,3378,1576,179,732,91,205,79,79,27,13,6,10,1,0,12,368,,85,25,25,1,99,46,6,26,2,6,2,3,x,x,x,x,x,6,x,x,5,1,99,47,5,22,3,6,2,2,1,0,0,0,0,0,0,11
BW25,WK,163,Erzgebirgskreis I,GE,14521160,"Ehrenfriedersdorf, Stadt",,,2818,896,0,3714,2971,852,852,39,2932,1323,205,727,45,159,45,126,x,x,x,x,x,181,x,x,121,31,2940,1331,201,664,76,156,63,91,39,5,6,5,0,1,10,292,,80,29,29,1,99,45,7,25,2,5,2,4,x,x,x,x,x,6,x,x,4,1,99,45,7,23,3,5,2,3,1,0,0,0,0,0,0,10
BW25,WK,163,Erzgebirgskreis I,GE,14521170,"Eibenstock, Stadt",,,4624,1202,0,5826,4624,1116,1114,43,4581,2226,300,1277,94,244,51,116,x,x,x,x,x,258,x,x,15,36,4588,2213,309,1005,124,251,74,89,59,14,8,5,4,2,16,415,,79,24,24,1,99,49,7,28,2,5,1,3,x,x,x,x,x,6,x,x,0,1,99,48,7,22,3,6,2,2,1,0,0,0,0,0,0,9
BW25,WK,163,Erzgebirgskreis I,GE,14521180,"Elterlein, Stadt",,,1809,459,0,2268,1894,441,440,18,1876,982,120,389,43,115,41,62,x,x,x,x,x,103,x,x,21,11,1883,972,113,309,65,114,46,40,23,9,0,3,2,1,8,178,,84,23,23,1,99,52,6,21,2,6,2,3,x,x,x,x,x,6,x,x,1,1,99,52,6,16,4,6,2,2,1,1,0,0,0,0,0,10
BW25,WK,163,Erzgebirgskreis I,GE,14521200,Gelenau/Erzgeb.,,,2540,721,0,3261,2769,694,693,35,2734,1080,147,637,62,158,40,62,x,x,x,x,x,132,x,x,416,34,2735,1202,163,627,99,189,63,60,35,15,5,8,3,1,7,258,,85,25,25,1,99,40,5,23,2,6,2,2,x,x,x,x,x,5,x,x,15,1,99,44,6,23,4,7,2,2,1,1,0,0,0,0,0,9
BW25,WK,163,Erzgebirgskreis I,GE,14521210,"Geyer, Stadt",,,2254,537,0,2791,2316,517,517,16,2300,1138,113,569,41,176,26,87,x,x,x,x,x,96,x,x,54,10,2306,1112,112,499,69,189,34,54,29,5,0,3,1,0,4,195,,83,22,22,1,99,50,5,25,2,8,1,4,x,x,x,x,x,4,x,x,2,0,100,48,5,22,3,8,2,2,1,0,0,0,0,0,0,9
BW25,WK,163,Erzgebirgskreis I,GE,14521220,Gornau/Erzgeb.,,,2376,664,0,3040,2538,630,630,20,2518,1051,180,750,77,170,66,68,x,x,x,x,x,141,x,x,15,20,2518,1048,201,624,89,166,81,42,31,5,4,6,2,1,7,211,,84,25,25,1,99,42,7,30,3,7,3,3,x,x,x,x,x,6,x,x,1,1,99,42,8,25,4,7,3,2,1,0,0,0,0,0,0,8
BW25,WK,163,Erzgebirgskreis I,GE,14521240,Großolbersdorf,,,1798,412,0,2210,1918,403,403,32,1886,752,133,545,67,124,32,48,x,x,x,x,x,141,x,x,44,38,1880,754,134,443,60,147,46,30,16,8,1,2,1,0,6,232,,87,21,21,2,98,40,7,29,4,7,2,3,x,x,x,x,x,8,x,x,2,2,98,40,7,24,3,8,2,2,1,0,0,0,0,0,0,12
BW25,WK,163,Erzgebirgskreis I,GE,14521250,Großrückerswalde,,,2195,463,0,2658,2249,443,442,13,2236,1015,144,653,44,93,39,71,x,x,x,x,x,143,x,x,34,13,2236,1023,133,557,62,108,63,44,21,1,5,2,0,0,5,212,,85,20,20,1,99,45,6,29,2,4,2,3,x,x,x,x,x,6,x,x,2,1,99,46,6,25,3,5,3,2,1,0,0,0,0,0,0,10
BW25,WK,163,Erzgebirgskreis I,GE,14521260,"Grünhain-Beierfeld, Stadt",,,3626,1054,0,4680,3843,1018,1017,37,3806,1891,220,1016,70,219,38,124,x,x,x,x,x,218,x,x,10,38,3805,1887,219,809,106,227,74,80,32,12,3,9,1,1,7,338,,82,26,26,1,99,50,6,27,2,6,1,3,x,x,x,x,x,6,x,x,0,1,99,50,6,21,3,6,2,2,1,0,0,0,0,0,0,9
BW25,WK,163,Erzgebirgskreis I,GE,14521270,Grünhainichen,,,2058,558,0,2616,2148,552,550,20,2128,938,150,557,41,148,42,83,x,x,x,x,x,154,x,x,15,20,2128,933,150,455,55,153,51,54,20,7,4,9,0,2,13,222,,82,26,26,1,99,44,7,26,2,7,2,4,x,x,x,x,x,7,x,x,1,1,99,44,7,21,3,7,2,3,1,0,0,0,0,0,1,10
BW25,WK,163,Erzgebirgskreis I,GE,14521280,Heidersdorf,,"Briefwahl der Gemeinde wurde von Seiffen/Erzgeb., Kurort durchgeführt.",523,109,0,632,418,0,,6,412,231,16,90,11,27,5,11,x,x,x,x,x,20,x,x,1,4,414,227,13,71,21,25,5,4,7,2,0,0,0,0,2,37,,66,0,x,1,99,56,4,22,3,7,1,3,x,x,x,x,x,5,x,x,0,1,99,55,3,17,5,6,1,1,2,1,0,0,0,0,1,9
BW25,WK,163,Erzgebirgskreis I,GE,14521320,"Johanngeorgenstadt, Stadt",,,2238,774,0,3012,2321,751,750,31,2290,1199,202,430,72,161,21,37,x,x,x,x,x,160,x,x,8,26,2295,1153,186,398,69,166,30,17,32,3,2,4,0,1,2,232,,77,32,32,1,99,52,9,19,3,7,1,2,x,x,x,x,x,7,x,x,0,1,99,50,8,17,3,7,1,1,1,0,0,0,0,0,0,10
BW25,WK,163,Erzgebirgskreis I,GE,14521330,"Jöhstadt, Stadt",,,1706,366,0,2072,1759,353,350,22,1737,954,71,353,39,103,26,50,x,x,x,x,x,125,x,x,16,17,1742,935,83,295,45,96,34,33,18,7,1,6,3,0,3,183,,85,20,20,1,99,55,4,20,2,6,2,3,x,x,x,x,x,7,x,x,1,1,99,54,5,17,3,6,2,2,1,0,0,0,0,0,0,11
BW25,WK,163,Erzgebirgskreis I,GE,14521340,Königswalde,,,1328,398,0,1726,1508,385,383,45,1463,725,67,362,33,63,33,69,x,x,x,x,x,88,x,x,23,46,1462,722,66,318,39,66,34,50,12,3,3,4,2,0,5,138,,87,26,25,3,97,50,5,25,2,4,2,5,x,x,x,x,x,6,x,x,2,3,97,49,5,22,3,5,2,3,1,0,0,0,0,0,0,9
BW25,WK,163,Erzgebirgskreis I,GE,14521355,"Lauter-Bernsbach, Stadt",,,5172,1629,0,6801,5707,1578,1572,33,5674,2882,323,1448,111,359,59,221,x,x,x,x,x,254,x,x,17,36,5671,2850,331,1156,164,359,109,134,49,19,3,12,3,0,11,471,,84,28,28,1,99,51,6,26,2,6,1,4,x,x,x,x,x,5,x,x,0,1,99,50,6,20,3,6,2,2,1,0,0,0,0,0,0,8
BW25,WK,163,Erzgebirgskreis I,GE,14521370,"Lößnitz, Stadt",,,4966,1478,0,6444,5195,1411,1407,44,5151,2459,337,1269,91,414,106,126,x,x,x,x,x,314,x,x,35,42,5153,2397,378,1030,144,369,136,75,67,29,8,14,4,1,13,488,,81,27,27,1,99,48,7,25,2,8,2,2,x,x,x,x,x,6,x,x,1,1,99,47,7,20,3,7,3,2,1,1,0,0,0,0,0,10
BW25,WK,163,Erzgebirgskreis I,GE,14521390,"Marienberg, Stadt",,,9987,3259,0,13246,10794,3139,3135,128,10666,4756,796,2666,278,781,173,361,x,x,x,x,x,751,x,x,104,109,10685,4678,784,2212,322,774,254,263,159,39,10,31,9,3,40,1107,,82,29,29,1,99,45,8,25,3,7,2,3,x,x,x,x,x,7,x,x,1,1,99,44,7,21,3,7,2,3,2,0,0,0,0,0,0,10
BW25,WK,163,Erzgebirgskreis I,GE,14521400,Mildenau,,,2173,563,0,2736,2377,543,542,17,2360,1121,118,663,38,117,24,115,x,x,x,x,x,128,x,x,36,16,2361,1099,121,590,49,126,37,84,45,8,1,3,2,2,8,186,,87,23,23,1,99,48,5,28,2,5,1,5,x,x,x,x,x,5,x,x,2,1,99,47,5,25,2,5,2,4,2,0,0,0,0,0,0,8
BW25,WK,163,Erzgebirgskreis I,GE,14521440,"Oberwiesenthal, Kurort, Stadt",,,1235,403,0,1638,1366,389,388,11,1355,504,94,412,34,125,31,44,x,x,x,x,x,94,x,x,17,4,1362,494,90,330,45,118,49,31,26,6,0,6,0,0,6,161,,83,28,28,1,99,37,7,30,3,9,2,3,x,x,x,x,x,7,x,x,1,0,100,36,7,24,3,9,4,2,2,0,0,0,0,0,0,12
BW25,WK,163,Erzgebirgskreis I,GE,14521460,"Olbernhau, Stadt",,,7068,1632,0,8700,6738,1576,1575,70,6668,3128,504,1606,245,415,102,148,x,x,x,x,x,494,x,x,26,61,6677,3091,490,1303,249,407,136,95,72,30,7,17,3,1,45,731,,77,23,23,1,99,47,8,24,4,6,2,2,x,x,x,x,x,7,x,x,0,1,99,46,7,20,4,6,2,1,1,0,0,0,0,0,1,11
BW25,WK,163,Erzgebirgskreis I,GE,14521495,"Pockau-Lengefeld, Stadt",,,4756,1203,0,5959,4858,1168,1168,113,4745,2180,318,1229,127,297,64,134,x,x,x,x,x,364,x,x,32,104,4754,2181,310,988,141,302,97,74,54,25,5,12,8,3,26,528,,82,24,24,2,98,46,7,26,3,6,1,3,x,x,x,x,x,8,x,x,1,2,98,46,7,21,3,6,2,2,1,1,0,0,0,0,1,11
BW25,WK,163,Erzgebirgskreis I,GE,14521500,Raschau-Markersbach,,,3270,825,0,4095,3263,794,788,23,3240,1670,191,734,58,219,42,114,x,x,x,x,x,203,x,x,9,19,3244,1639,202,583,90,202,65,87,33,7,2,7,3,1,4,319,,80,24,24,1,99,52,6,23,2,7,1,4,x,x,x,x,x,6,x,x,0,1,99,51,6,18,3,6,2,3,1,0,0,0,0,0,0,10
BW25,WK,163,Erzgebirgskreis I,GE,14521510,"Scheibenberg, Stadt",,,1281,373,0,1654,1427,366,364,17,1410,660,79,372,27,87,23,56,x,x,x,x,x,93,x,x,13,12,1415,649,81,300,51,107,37,35,15,3,1,5,1,0,2,128,,86,26,26,1,99,47,6,26,2,6,2,4,x,x,x,x,x,7,x,x,1,1,99,46,6,21,4,8,3,3,1,0,0,0,0,0,0,9
BW25,WK,163,Erzgebirgskreis I,GE,14521520,"Schlettau, Stadt",,,1572,274,0,1846,1493,262,262,21,1472,732,86,308,30,107,28,56,x,x,x,x,x,110,x,x,15,16,1477,722,92,240,37,111,40,37,26,4,2,6,1,1,3,155,,81,18,18,1,99,50,6,21,2,7,2,4,x,x,x,x,x,8,x,x,1,1,99,49,6,16,3,8,3,3,2,0,0,0,0,0,0,11
BW25,WK,163,Erzgebirgskreis I,GE,14521530,"Schneeberg, Stadt",,,8344,2764,0,11108,8922,2633,2623,74,8848,3954,646,2195,187,702,130,431,x,x,x,x,x,563,x,x,40,64,8858,3931,644,1740,270,708,191,299,93,36,20,18,2,5,19,882,,80,30,29,1,99,45,7,25,2,8,2,5,x,x,x,x,x,6,x,x,1,1,99,44,7,20,3,8,2,3,1,0,0,0,0,0,0,10
BW25,WK,163,Erzgebirgskreis I,GE,14521540,Schönheide,,,2462,1001,0,3463,2842,960,957,20,2822,1333,220,757,64,193,34,56,x,x,x,x,x,160,x,x,5,18,2824,1323,235,598,86,185,56,42,26,9,2,0,3,1,6,252,,82,34,34,1,99,47,8,27,2,7,1,2,x,x,x,x,x,6,x,x,0,1,99,47,8,21,3,7,2,2,1,0,0,0,0,0,0,9
BW25,WK,163,Erzgebirgskreis I,GE,14521550,"Schwarzenberg/Erzgeb., Stadt",,,9691,3383,0,13074,10424,3237,3232,142,10282,5007,632,2391,203,847,159,237,x,x,x,x,x,766,x,x,40,131,10293,4885,632,1909,286,821,226,161,121,42,7,21,6,4,31,1141,,80,31,31,1,99,49,6,23,2,8,2,2,x,x,x,x,x,7,x,x,0,1,99,48,6,19,3,8,2,2,1,0,0,0,0,0,0,11
BW25,WK,163,Erzgebirgskreis I,GE,14521560,Sehmatal,,,4020,1022,0,5042,4129,984,980,40,4089,1967,217,1063,68,225,74,213,x,x,x,x,x,242,x,x,20,37,4092,1931,225,864,104,260,86,181,35,18,2,16,2,3,10,355,,82,24,24,1,99,48,5,26,2,6,2,5,x,x,x,x,x,6,x,x,1,1,99,47,6,21,3,6,2,4,1,0,0,0,0,0,0,9
BW25,WK,163,Erzgebirgskreis I,GE,14521570,"Seiffen/Erzgeb., Kurort",J,Gemeinde führte Briefwahl ebenfalls für Deutschneudorf und Heidersdorf durch.,1115,547,0,1662,1592,748,745,27,1565,715,83,428,60,81,32,36,x,x,x,x,x,111,x,x,19,23,1569,713,75,361,69,79,35,27,28,5,2,4,2,1,10,158,,96,47,47,2,98,46,5,27,4,5,2,2,x,x,x,x,x,7,x,x,1,1,99,45,5,23,4,5,2,2,2,0,0,0,0,0,1,10
BW25,WK,163,Erzgebirgskreis I,GE,14521600,Stützengrün,,,1978,544,0,2522,2247,533,532,18,2229,993,129,703,70,141,22,43,x,x,x,x,x,114,x,x,14,19,2228,999,129,581,75,142,33,35,18,12,2,3,1,1,9,188,,89,24,24,1,99,45,6,32,3,6,1,2,x,x,x,x,x,5,x,x,1,1,99,45,6,26,3,6,2,2,1,1,0,0,0,0,0,8
BW25,WK,163,Erzgebirgskreis I,GE,14521610,Tannenberg,,,756,104,0,860,762,101,100,5,757,414,30,132,24,43,18,38,x,x,x,x,x,47,x,x,11,4,758,417,32,123,25,40,20,17,6,4,1,2,3,0,2,66,,89,13,13,1,99,55,4,17,3,6,2,5,x,x,x,x,x,6,x,x,2,1,100,55,4,16,3,5,3,2,1,1,0,0,0,0,0,9
